0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.068861485,0.011521339,0.663705,0.15835828,0.4379397,0.30754077,0.023826063,0.4227246,0.4594847,0.46300125,0.6878811,0.50679356,0.62935066,0.51144814,0.11863041,0.7297334,0.4029454,0.83023983,0.985943,0.9774406,0.91792613,0.57834464,0.5003764,0.11037731,0.5648922,0.9770686,0.85081756,0.056381643,0.27832115,0.7468808,0.06877905,1.0,0.5,0.3,0.8,0.9,0.2,0.4,0.7,0.6,0.1,0.9,0.3,0.5,0.2,0.7,0.8,0.6,0.4,0.1,0.0,0.28736842,0.400119,0.2170493,0.122093916,0.12910455,0.035866737,0.29027253,0.4285208,0.60492617,0.16653782,0.898114,0.52393454,0.5108832,0.16749555,0.26825035,0.52976775,0.08427143,0.49892205,0.14907938,0.83093673,0.8079537,0.369744,0.20776623,0.20402646,0.8674136,0.7913499,0.88489294,0.8869537,0.98082465,0.84721386,0.63370883,0.46441263,0.9887816,0.8552927,0.69309604,0.64863443,0.9612895,0.2014857,0.068181515,0.051290393,0.27515137,0.67471033,0.635691,0.11651522,0.22250158,0.66055816,0.23739374,0.27440047,0.90522516
0.57167715,0.5477809,0.97869885,0.9278522,0.8622483,0.26553518,0.6788118,0.70036054,0.5960466,0.5725197,0.69845665,1.0,0.5,0.3,0.8,0.9,0.2,0.4,0.7,0.6,0.1,0.9,0.3,0.5,0.2,0.7,0.8,0.6,0.4,0.1,0.0,0.9088419,0.00056272745,0.013129175,0.099784374,0.99382883,0.8084392,0.052784085,0.06606221,0.6734685,0.47308862,0.55896693,0.5225344,0.7542281,0.48659384,0.84643286,0.735905,0.09909141,0.21576506,0.85753626,0.9033475,0.40819657,0.47146177,0.6805936,0.17239481,0.89323276,0.81639296,0.24234694,0.116862535,0.15294832,0.9438444,0.5613713,0.0540213,0.74274534,0.48387694,0.86985075,0.2016002,0.1476168,0.5079287,0.37067664,0.03456402,0.65393335,0.12939733,0.11862135,0.49319184,0.508073,0.33553588,0.11404973,0.98360187,0.6758665,0.13358992,0.5691748,0.4406286,0.27783328,0.16327631,0.90600824,0.6125946,0.5396387,0.63011837,0.59993225,0.5979438,0.31410873,0.12653494,0.4510048,0.053215623,0.04241395,0.7543501,0.6864644,0.352943,0.62652373
0.2811284,0.010093212,0.3568405,0.40681177,0.08048159,0.12518656,0.6146882,0.670931,0.63574475,0.15948373,0.5937049,0.304807,0.71069235,0.9390871,0.3552397,0.19484788,0.6656966,0.8234055,0.3541183,0.41637933,0.65335584,0.2985903,0.47287667,0.13419336,0.15086186,0.14390498,0.58914196,0.92554015,0.14935195,0.9920719,0.22128123,0.29142177,0.36766368,0.20956975,0.8782782,0.7950656,0.035855293,0.6300237,0.9960275,0.8541809,0.36848176,0.85596985,0.6618019,0.27852154,0.59767246,0.08331764,0.87323785,0.2630915,0.05880803,0.18285632,0.049913645,0.6684388,0.83465075,0.89151025,1.0,0.5,0.3,0.8,0.9,0.2,0.4,0.7,0.6,0.1,0.9,0.3,0.5,0.2,0.7,0.8,0.6,0.4,0.1,0.0,0.92455244,0.55916893,0.811065,0.54937494,0.8894895,0.6517569,0.097996354,0.79368585,0.18167937,0.21009862,0.9360939,0.5805145,0.4635892,0.9548094,0.122047186,0.9395026,0.61119264,0.54900134,0.7198541,0.10744345,0.5601949,0.20242518,0.78706986,0.53369105,0.3801208,0.65169775
0.40446776,0.8918045,0.74339443,0.9690642,0.30085307,0.0100262165,0.48961073,0.5437216,0.8607604,0.86800545,0.42948645,0.22223806,0.8895838,0.77549535,0.63714975,0.54136556,0.39816105,0.5699967,0.7579595,0.70841414,0.328281,0.90370625,0.56482154,0.29917365,0.8762241,0.27372062,0.07412732,0.43299496,0.93100977,0.48138136,0.897693,0.76779085,0.8850142,0.8906663,0.9468718,0.83158904,0.7030479,0.8193572,0.6897403,0.97863036,0.06426591,0.75152934,0.76034015,0.14497566,0.12097001,0.24261814,0.072310805,0.73223597,0.20642,1.0,0.5,0.3,0.8,0.9,0.2,0.4,0.7,0.6,0.1,0.9,0.3,0.5,0.2,0.7,0.8,0.6,0.4,0.1,0.0,0.2787003,0.018401265,0.4661485,0.27931148,0.46343577,0.8045059,0.18807113,0.051954627,0.65701365,0.12242919,0.9913412,0.047141016,0.5522765,0.6939864,0.37723452,0.042457044,0.018052101,0.8585912,0.9226539,0.07860851,0.9113643,0.84329534,0.21321529,0.65597445,0.6851665,0.9405628,0.8809079,0.8972073,0.48629802,0.8918768,0.4870274
0.63117,0.66846544,0.46373087,0.3796773,0.19248497,0.3217454,0.59783447,0.51429456,0.03031379,0.7627339,0.8227209,0.8896241,0.30427033,0.31811386,0.3406042,0.6565055,0.9084142,0.45641714,0.84193116,0.5224978,0.07135111,0.38255274,0.66623497,0.060505807,0.44925153,0.9040715,0.5524114,0.41851497,0.87199825,0.98978466,0.5257359,0.46973974,0.76911795,0.7112129,0.6786407,0.49407905,0.94663584,0.20364463,0.5953348,0.5236192,0.8739022,0.028089345,0.23646998,0.7477919,0.7771751,0.48858374,0.19872952,0.47908568,0.39903373,0.74483734,0.50112015,0.80204827,0.15200907,0.12546915,0.7543893,0.045470893,0.6801129,1.0,0.5,0.3,0.8,0.9,0.2,0.4,0.7,0.6,0.1,0.9,0.3,0.5,0.2,0.7,0.8,0.6,0.4,0.1,0.0,0.067092836,0.13773137,0.81064594,0.3342299,0.77921665,0.6555484,0.32779568,0.46601868,0.2532233,0.6966237,0.17711055,0.68375635,0.5823361,0.9671628,0.9685296,0.86504954,0.022192717,0.8817354,0.10737431,0.47666872,0.033142567,0.38624507,0.23479283
0.7949669,0.46698004,0.02466923,0.24475563,0.8299134,0.157345,0.8206595,0.9265433,0.2255624,0.5770829,0.15710473,0.52104235,0.37590694,0.34087235,0.12943852,0.55089194,0.9170924,0.65346235,0.99922127,0.67795503,0.76298743,0.01228869,0.98372406,0.5130026,0.084197044,0.05573201,0.55002296,0.8642347,0.32304847,0.25430506,0.27957588,0.10726601,0.14239699,0.95894516,0.680374,0.42284715,0.95047444,0.71782255,0.33705556,0.10718566,0.06513941,0.8553223,0.52535725,0.46548218,0.54237056,0.68680274,0.5650676,0.4130857,0.16540837,0.42708015,0.99643385,0.9882796,0.4554621,0.80186254,0.024032593,0.4546638,0.83632624,0.52711326,0.8231692,0.35332263,0.17840677,0.43521738,0.11290395,0.12685734,0.69799,0.5830345,0.47188556,0.33843678,0.6651773,0.41776294,0.22603029,0.5712601,0.65605766,0.12940586,0.17531806,0.9939431,0.83697915,0.5153096,0.5869833,0.6684252,1.0,0.5,0.3,0.8,0.9,0.2,0.4,0.7,0.6,0.1,0.9,0.3,0.5,0.2,0.7,0.8,0.6,0.4,0.1,0.0
0.025948584,0.48391432,0.47264415,0.86912763,0.01728785,0.6872095,0.8136164,0.2707153,0.09503931,0.91905487,0.4983877,0.59501445,0.4298789,0.9744488,0.7927983,0.08955592,0.16000497,0.10286045,0.90598637,0.4436596,0.42036033,0.9654766,0.37024748,0.39039987,0.78660786,0.7141229,0.8785097,0.034541547,0.12868023,0.19091576,0.46955228,0.3484217,0.48344833,0.2112664,0.3779403,0.7913262,0.08190781,0.6046514,0.5361945,0.5984253,0.06306356,0.63934875,0.57567644,0.48782295,0.09834784,0.49809277,0.8001997,0.19561625,0.60997236,0.25860155,0.06671393,0.6964674,0.4872856,0.63815624,0.32011336,0.291444,0.723221,0.8079996,0.9745604,0.73134464,0.34787112,0.4400636,0.271133,0.51199687,0.6157974,0.8597585,0.01479888,0.8763939,1.0,0.5,0.3,0.8,0.9,0.2,0.4,0.7,0.6,0.1,0.9,0.3,0.5,0.2,0.7,0.8,0.6,0.4,0.1,0.0,0.46693534,0.12613314,0.9270321,0.82124305,0.8513091,0.3917051,0.21469653,0.033211887,0.26117903,0.51611054,0.7890482,0.41938984
0.024420738,0.6310682,0.36157942,0.76578695,0.064784825,0.31405544,0.2255354,0.51163876,0.39066446,0.2858271,0.42309153,0.35038978,0.78321046,0.5484108,0.45338875,0.19845933,0.46673995,0.5174234,0.063390195,0.22335702,0.12645912,0.27418035,0.24283725,0.4728424,0.8164768,0.6452171,0.20822954,0.24371308,0.96502155,0.095318556,0.2862863,0.16962391,0.074442625,0.2544219,0.6285321,0.69507754,0.923769,0.88005364,0.93305075,0.054894567,0.29679763,0.8146049,0.851522,0.13660586,0.6078708,0.542959,0.14792556,0.9794832,0.005061984,0.6482823,0.9549188,0.13321441,0.8966227,0.24831927,0.30296147,0.86427426,0.014333963,0.7030412,0.16656274,0.46881294,0.7574083,0.5310653,0.5444649,0.4679898,0.5593985,0.6537215,0.26516384,1.0,0.5,0.3,0.8,0.9,0.2,0.4,0.7,0.6,0.1,0.9,0.3,0.5,0.2,0.7,0.8,0.6,0.4,0.1,0.0,0.34469682,0.028977156,0.49115896,0.32148093,0.5995963,0.12153602,0.18512124,0.23386163,0.8279916,0.55144763,0.061738253,0.6899072,0.91120785
0.3897478,0.5442119,0.748394,0.5190489,0.8264162,0.12105435,0.67341805,0.83540106,0.39878553,0.21537995,0.7085672,0.8710638,0.61893123,0.13515723,0.45381004,0.27338415,0.29549068,0.7029852,0.9893665,0.5604399,0.42937326,0.7209515,0.85770637,0.21212566,0.058416843,0.48951805,0.92097193,0.07680786,0.6966923,0.8036666,0.50692874,0.13650483,0.80140233,0.8467693,0.07502073,0.72885644,0.94476116,0.03420055,0.021422386,0.9349395,0.717329,0.92951256,0.11513984,1.0,0.5,0.3,0.8,0.9,0.2,0.4,0.7,0.6,0.1,0.9,0.3,0.5,0.2,0.7,0.8,0.6,0.4,0.1,0.0,0.6537484,0.3641461,0.23602426,0.11500925,0.016515255,0.49490017,0.6542905,0.7013186,0.17516673,0.14228523,0.1074813,0.4322155,0.97179335,0.69025975,0.6706033,0.9043021,0.34193778,0.6565924,0.08483517,0.40337378,0.17258334,0.30938143,0.94663906,0.4766248,0.7332088,0.23536772,0.1605019,0.36202502,0.5167902,0.2855791,0.6332275,0.38447475,0.14304638,0.34167534,0.6774373,0.2676608,0.17292225
0.265922,0.527237,0.16994363,0.75755996,0.69195974,0.7269348,0.11954993,0.5614154,0.724114,0.68641967,0.69993895,0.4140417,0.47065943,0.58802605,0.022743464,0.4988656,0.09817803,0.18032867,0.55980617,0.39411056,0.06989008,0.2041794,0.1179713,0.10668576,0.4104759,0.86841244,0.027869046,0.3900944,0.5631446,0.20714933,0.22415835,0.41401845,0.16313082,0.5733027,0.49345773,0.53411216,0.20010751,0.88547623,0.68609226,0.086224616,0.62998873,0.32457596,0.8391426,0.4228719,0.5765381,0.8033472,1.0,0.5,0.3,0.8,0.9,0.2,0.4,0.7,0.6,0.1,0.9,0.3,0.5,0.2,0.7,0.8,0.6,0.4,0.1,0.0,0.1304915,0.6506026,0.59082323,0.13005394,0.6793241,0.7054382,0.09426755,0.8097619,0.41128135,0.96429646,0.408512,0.16586089,0.78523445,0.7827063,0.7661951,0.39459962,0.45763445,0.5701847,0.091190696,0.55006576,0.75712305,0.4739293,0.217278,0.09887755,0.96378875,0.7694566,0.8262108,0.021540582,0.9404658,0.6589042,0.8745981,0.8475287,0.9774279,0.8135079
